ADDRESS,REQUEST DATE,COMPLETION DATE,NUMBER OF POTHOLES FILLED ON BLOCK,LATITUDE,LONGITUDE,LOCATION
3624 W DIVISION ST,02/17/2022 07:17:19 AM,02/24/2022 09:51:13 AM,3,41.90275286,-87.717787054,POINT (-87.717787054364 41.902752859863)
900 N RICHMOND ST,02/23/2022 09:50:51 AM,02/24/2022 09:51:48 AM,9,41.898167983,-87.700796719,POINT (-87.700796719159 41.898167982739)
2558 W WALTON ST,02/16/2022 12:25:34 PM,02/24/2022 09:52:13 AM,1,41.898514094,-87.691599811,POINT (-87.691599810698 41.898514094075)
2505 W GRAND AVE,02/23/2022 05:01:54 PM,02/24/2022 09:52:43 AM,5,41.89135547,-87.689182695,POINT (-87.689182694793 41.891355469901)
2400 W GRAND AVE,02/22/2022 10:07:11 AM,02/24/2022 09:53:13 AM,12,41.890735347,-87.686775577,POINT (-87.686775576843 41.89073534744)
1604 N SAWYER AVE,02/18/2022 10:05:00 AM,02/24/2022 09:53:44 AM,2,41.910384196,-87.708563573,POINT (-87.70856357282 41.91038419575)
1954 N ST LOUIS AVE,02/08/2022 08:59:46 AM,02/24/2022 09:54:16 AM,1,41.917234342,-87.713651231,POINT (-87.713651230753 41.917234342083)
1631 N KIMBALL AVE,02/23/2022 03:49:49 PM,02/24/2022 09:54:50 AM,3,41.911076706,-87.711426642,POINT (-87.711426641603 41.911076706122)
1629 N KIMBALL AVE,02/09/2022 09:57:43 AM,02/24/2022 09:55:24 AM,7,41.911008433,-87.711413213,POINT (-87.711413213019 41.911008433286)
1624 N SAWYER AVE,01/26/2022 12:21:07 PM,02/24/2022 09:56:04 AM,5,41.910927274,-87.708756951,POINT (-87.708756950739 41.910927273654)
1713 N KIMBALL AVE,02/21/2022 08:53:11 AM,02/24/2022 09:56:43 AM,3,41.91234607,-87.711653051,POINT (-87.711653051226 41.912346070373)
1615 N KIMBALL AVE,02/21/2022 08:52:34 AM,02/24/2022 09:57:25 AM,4,41.910568182,-87.711616723,POINT (-87.711616722904 41.910568182164)
3401 W ARMITAGE AVE,02/21/2022 08:53:54 AM,02/24/2022 09:58:07 AM,12,41.91721288,-87.71208157,POINT (-87.712081570473 41.917212880186)
1237 N ROCKWELL ST,02/23/2022 09:52:35 AM,02/24/2022 09:58:49 AM,1,41.904211597,-87.691879279,POINT (-87.691879279074 41.904211596813)
1246 N CAMPBELL AVE,02/15/2022 10:17:27 AM,02/24/2022 09:59:36 AM,3,41.904431142,-87.689801204,POINT (-87.68980120361 41.904431142155)
1304 N CAMPBELL AVE,02/15/2022 10:15:50 AM,02/24/2022 10:00:22 AM,5,41.905091693,-87.689799913,POINT (-87.689799912737 41.905091692612)
1305 N CAMPBELL AVE,02/01/2022 08:18:33 AM,02/24/2022 10:01:05 AM,4,41.905113242,-87.689438889,POINT (-87.689438889468 41.905113242464)
3840 W ARMITAGE AVE,02/10/2022 10:27:43 AM,02/24/2022 10:01:34 AM,4,41.917215384,-87.722895633,POINT (-87.722895632806 41.917215383612)
1609 N KARLOV AVE,02/01/2022 12:42:03 PM,02/24/2022 10:02:31 AM,3,41.910245979,-87.728682525,POINT (-87.728682524579 41.910245978598)
1656 N KEDVALE AVE,02/01/2022 12:21:12 PM,02/24/2022 10:03:04 AM,2,41.911533949,-87.730337607,POINT (-87.730337607185 41.91153394918)
3958 W NORTH AVE,02/08/2022 06:28:52 AM,02/24/2022 10:03:37 AM,1,41.909894543,-87.726336484,POINT (-87.726336484369 41.909894542525)
11500 S STATE ST,02/01/2022 06:37:03 PM,02/24/2022 10:08:13 AM,5,41.685209797,-87.62300209,POINT (-87.623002089792 41.685209797095)
11500 S YALE AVE,02/23/2022 07:27:51 AM,02/24/2022 10:09:56 AM,5,41.685072048,-87.629002711,POINT (-87.629002710579 41.685072047673)
550 W 124TH ST,02/23/2022 11:05:57 AM,02/24/2022 10:12:46 AM,15,41.668868628,-87.636311297,POINT (-87.636311297452 41.668868627609)
3434 W WRIGHTWOOD AVE,02/15/2022 08:41:36 PM,02/24/2022 10:21:18 AM,25,41.928520077,-87.713664206,POINT (-87.713664205985 41.928520077183)
3286 W WRIGHTWOOD AVE,02/21/2022 01:40:06 PM,02/24/2022 10:22:12 AM,20,41.928623354,-87.710693185,POINT (-87.710693184696 41.928623354425)
3538 W WRIGHTWOOD AVE,02/15/2022 08:40:52 PM,02/24/2022 10:24:22 AM,18,41.928492422,-87.716264439,POINT (-87.716264438848 41.92849242176)
2863 N KIMBALL AVE,02/14/2022 02:20:46 PM,02/24/2022 10:27:33 AM,64,41.933677624,-87.712235614,POINT (-87.712235614322 41.933677624496)
5500 S MAY ST,02/19/2022 10:28:47 AM,02/24/2022 10:34:07 AM,8,41.793675966,-87.653761367,POINT (-87.653761367162 41.793675965525)
8525 S KENNETH AVE,02/16/2022 12:40:30 PM,02/24/2022 10:48:07 AM,3,41.737548749,-87.732155075,POINT (-87.732155074829 41.737548749485)
8625 S KEATING AVE,02/16/2022 12:41:09 PM,02/24/2022 10:49:03 AM,6,41.735641699,-87.739386806,POINT (-87.739386806127 41.735641698708)
8536 S KILPATRICK AVE,02/16/2022 12:42:18 PM,02/24/2022 10:49:45 AM,4,41.737109257,-87.738808875,POINT (-87.73880887545 41.73710925746)
8530 S KILDARE AVE,02/16/2022 12:47:34 PM,02/24/2022 10:51:05 AM,5,41.737458534,-87.728920066,POINT (-87.728920065643 41.737458533849)
8615 S KOLIN AVE,02/16/2022 12:47:09 PM,02/24/2022 10:52:03 AM,10,41.735996287,-87.729865471,POINT (-87.729865471477 41.735996286822)
1100 E MARQUETTE RD,02/15/2022 10:47:49 AM,02/24/2022 10:52:10 AM,33,41.775128797,-87.598456615,POINT (-87.59845661528 41.775128797099)
8423 S KOSTNER AVE,02/16/2022 12:35:49 PM,02/24/2022 10:52:58 AM,5,41.739452539,-87.731194136,POINT (-87.731194136484 41.739452539124)
8617 S KEELER AVE,02/16/2022 12:37:06 PM,02/24/2022 10:53:49 AM,2,41.73601017,-87.726224529,POINT (-87.726224529005 41.736010170412)
3701 W 65TH PL,02/24/2022 10:54:23 AM,02/24/2022 10:55:27 AM,4,41.773998348,-87.715474206,POINT (-87.715474205999 41.773998347576)
4311 W 83RD ST,02/24/2022 10:56:16 AM,02/24/2022 10:57:07 AM,6,41.741831515,-87.729516112,POINT (-87.729516111985 41.741831514996)
3760 S ARCHER AVE,02/23/2022 10:42:39 AM,02/24/2022 10:59:07 AM,5,41.825220156,-87.686315754,POINT (-87.686315753755 41.825220156428)
3500 S CALIFORNIA AVE,02/23/2022 07:09:29 AM,02/24/2022 10:59:52 AM,17,41.829970943,-87.695172006,POINT (-87.695172006127 41.829970943409)
3619 S ARTESIAN AVE,02/23/2022 06:52:41 AM,02/24/2022 11:00:50 AM,23,41.827768178,-87.685911703,POINT (-87.685911703482 41.827768178493)
3730 S ARCHER AVE,02/23/2022 08:06:25 AM,02/24/2022 11:02:16 AM,4,41.825994118,-87.68566185,POINT (-87.685661849781 41.825994118378)
3400 S CALIFORNIA AVE,02/22/2022 10:07:24 PM,02/24/2022 11:03:44 AM,7,41.832100965,-87.694989142,POINT (-87.694989142041 41.832100964752)
3200 S CALIFORNIA AVE,02/22/2022 10:07:00 PM,02/24/2022 11:04:33 AM,5,41.834667717,-87.695069478,POINT (-87.695069477927 41.83466771724)
3566 S ARCHER AVE,02/23/2022 10:29:39 AM,02/24/2022 11:05:21 AM,19,41.829024625,-87.680076588,POINT (-87.680076587535 41.82902462457)
1601 W 33RD ST,02/22/2022 07:18:40 AM,02/24/2022 11:06:03 AM,1,41.834105808,-87.665894493,POINT (-87.665894493128 41.834105808261)
1200 E MARQUETTE RD,02/24/2022 10:53:22 AM,02/24/2022 11:11:36 AM,59,41.7751466,-87.595927735,POINT (-87.595927735438 41.775146599851)
7740 S DAMEN AVE,02/19/2022 06:13:22 PM,02/24/2022 11:41:42 AM,22,41.752682232,-87.673499339,POINT (-87.673499338918 41.752682232088)
7139 S KEDZIE AVE,02/22/2022 06:13:28 PM,02/24/2022 11:42:41 AM,30,41.763191422,-87.702494175,POINT (-87.702494175478 41.763191422041)
7240 S MOZART ST,02/22/2022 03:26:46 PM,02/24/2022 11:43:36 AM,8,41.76148104,-87.694462319,POINT (-87.694462318754 41.761481039955)
4200 W 76TH ST,02/23/2022 12:49:21 PM,02/24/2022 11:44:33 AM,60,41.755090136,-87.727210778,POINT (-87.727210778226 41.755090136455)
4289 W 76TH ST,02/21/2022 09:19:08 AM,02/24/2022 11:45:29 AM,45,41.754930329,-87.730326023,POINT (-87.730326022698 41.75493032939)
3256 W GEORGE ST,02/17/2022 02:09:07 PM,02/24/2022 11:59:10 AM,8,41.933956405,-87.709725538,POINT (-87.709725538346 41.933956405045)
3301 W GEORGE ST,02/17/2022 02:09:26 PM,02/24/2022 12:00:36 PM,10,41.933787325,-87.710033341,POINT (-87.710033340924 41.933787324695)
3506 W PALMER ST,02/23/2022 08:22:01 AM,02/24/2022 12:02:15 PM,10,41.92119117,-87.714012365,POINT (-87.714012365318 41.921191169803)
3451 N LOCKWOOD AVE,02/21/2022 02:00:06 PM,02/24/2022 12:06:19 PM,1,41.943920756,-87.759144597,POINT (-87.759144597141 41.943920756445)
4041 W ROSCOE ST,02/09/2022 08:40:47 AM,02/24/2022 12:10:32 PM,1,41.942936481,-87.728976832,POINT (-87.728976832221 41.942936481499)
4000 W FULLERTON AVE,02/24/2022 12:22:05 PM,02/24/2022 12:22:52 PM,15,41.924572759,-87.726872246,POINT (-87.726872245635 41.924572758594)
4100 W FULLERTON AVE,02/24/2022 12:23:22 PM,02/24/2022 12:24:01 PM,15,41.924546685,-87.729351003,POINT (-87.729351002578 41.92454668544)
4300 W FULLERTON AVE,02/24/2022 12:24:23 PM,02/24/2022 12:25:02 PM,10,41.924484954,-87.734247936,POINT (-87.734247935862 41.924484954171)
3600 N HERMITAGE AVE,02/24/2022 12:25:42 PM,02/24/2022 12:26:28 PM,20,41.947084691,-87.672662022,POINT (-87.672662022303 41.947084690535)
2008 N CENTRAL AVE,02/14/2022 10:10:57 AM,02/24/2022 12:27:26 PM,10,41.917449342,-87.766106862,POINT (-87.766106861524 41.917449341584)
1751 W TERRA COTTA PL,02/21/2022 09:19:23 AM,02/24/2022 12:28:03 PM,2,41.927394527,-87.672448962,POINT (-87.672448962268 41.927394527418)
5933 W MADISON ST,02/23/2022 07:37:21 AM,02/24/2022 12:28:24 PM,5,41.880117765,-87.773231282,POINT (-87.773231282068 41.880117764538)
5655 W MADISON ST,02/18/2022 12:02:17 PM,02/24/2022 12:28:57 PM,15,41.879858929,-87.767153549,POINT (-87.767153549495 41.879858928796)
5700 W MADISON ST,02/23/2022 08:20:26 AM,02/24/2022 12:29:25 PM,5,41.88048224,-87.768344816,POINT (-87.768344816215 41.880482239987)
2558 N CLYBOURN AVE,02/22/2022 04:39:05 PM,02/24/2022 12:29:47 PM,4,41.928068503,-87.673427461,POINT (-87.673427460847 41.928068502765)
5800 W MADISON ST,02/23/2022 06:05:23 PM,02/24/2022 12:29:57 PM,10,41.88048502,-87.770129104,POINT (-87.770129103966 41.880485020203)
5701 W MADISON ST,02/19/2022 11:21:29 AM,02/24/2022 12:30:29 PM,10,41.879886752,-87.768485205,POINT (-87.768485204588 41.879886751764)
5437 W MADISON ST,02/14/2022 09:32:50 AM,02/24/2022 12:31:03 PM,15,41.880297687,-87.761548873,POINT (-87.761548873086 41.880297687259)
5601 W MADISON ST,02/23/2022 12:02:42 PM,02/24/2022 12:31:39 PM,5,41.880253834,-87.764869453,POINT (-87.764869453102 41.880253834037)
2701 N CLYBOURN AVE,02/21/2022 09:12:43 AM,02/24/2022 12:31:59 PM,1,41.930956602,-87.676157743,POINT (-87.676157742757 41.930956602355)
4901 S KILDARE AVE,02/17/2022 02:42:52 PM,02/24/2022 12:32:09 PM,1,41.803949539,-87.730714784,POINT (-87.730714783669 41.803949538703)
1751 W BELMONT AVE,02/17/2022 02:09:50 PM,02/24/2022 12:33:40 PM,15,41.939401943,-87.673198434,POINT (-87.673198434046 41.93940194314)
4549 S HARDING AVE,02/23/2022 08:45:50 AM,02/24/2022 12:33:58 PM,5,41.810117912,-87.721931729,POINT (-87.721931728752 41.810117912284)
4815 S LAWNDALE AVE,02/23/2022 08:23:57 AM,02/24/2022 12:34:50 PM,5,41.80617618,-87.716055722,POINT (-87.716055722195 41.806176180238)
2628 N ASHLAND AVE,02/17/2022 02:18:57 PM,02/24/2022 12:35:13 PM,17,41.929694462,-87.668667144,POINT (-87.668667144069 41.929694461679)
4675 S ARCHER AVE,02/23/2022 08:16:01 AM,02/24/2022 12:35:46 PM,5,41.808181641,-87.713514015,POINT (-87.713514015258 41.808181641499)
1611 W BELMONT AVE,02/17/2022 02:10:58 PM,02/24/2022 12:36:38 PM,3,41.939490164,-87.669094936,POINT (-87.669094935803 41.939490163908)
800 N WOLCOTT AVE,02/22/2022 10:54:19 AM,02/24/2022 12:37:13 PM,32,41.896004756,-87.674728703,POINT (-87.674728703025 41.896004756432)
1661 W CORTEZ ST,02/23/2022 04:56:37 PM,02/24/2022 12:37:42 PM,5,41.901011273,-87.669884895,POINT (-87.669884894962 41.901011272766)
4651 S PULASKI RD,02/22/2022 11:26:02 PM,02/24/2022 12:37:57 PM,5,41.808276507,-87.723494533,POINT (-87.723494532721 41.808276506561)
860 N ASHLAND AVE,02/23/2022 05:15:27 PM,02/24/2022 12:38:10 PM,1,41.897777704,-87.667454605,POINT (-87.667454605054 41.897777703871)
1659 W DIVISION ST,02/19/2022 09:39:42 AM,02/24/2022 12:38:56 PM,9,41.903066883,-87.669697813,POINT (-87.669697812587 41.903066882684)
1516 W WRIGHTWOOD AVE,02/07/2022 11:51:59 AM,02/24/2022 12:39:27 PM,7,41.929010811,-87.666650941,POINT (-87.666650940971 41.929010810621)
1611 W HADDON AVE,02/17/2022 01:00:44 PM,02/24/2022 12:39:27 PM,16,41.902195829,-87.667969409,POINT (-87.667969408736 41.902195828752)
501 N ADA ST,02/23/2022 07:43:39 PM,02/24/2022 12:40:40 PM,17,41.891051413,-87.660782948,POINT (-87.660782948469 41.891051413291)
1356 W DIVERSEY PKWY,02/18/2022 10:56:53 AM,02/24/2022 12:40:44 PM,1,41.932573803,-87.663384896,POINT (-87.663384896358 41.932573803231)
540 N ASHLAND AVE,02/23/2022 05:15:51 PM,02/24/2022 12:41:18 PM,4,41.892244938,-87.667295126,POINT (-87.667295126097 41.892244937744)
1356 W DIVERSEY PKWY,02/18/2022 09:52:41 AM,02/24/2022 12:42:06 PM,1,41.932581768,-87.662852594,POINT (-87.662852594336 41.93258176784)
1374 W GRAND AVE,02/22/2022 04:55:06 PM,02/24/2022 12:42:06 PM,5,41.891260333,-87.661909762,POINT (-87.661909762397 41.891260332599)
1381 W GRAND AVE,02/20/2022 01:56:31 PM,02/24/2022 12:42:51 PM,27,41.8910361,-87.662270956,POINT (-87.66227095561 41.891036100366)
11600 S HALSTED ST,02/23/2022 06:49:45 AM,02/24/2022 12:43:28 PM,6,41.682920439,-87.642085784,POINT (-87.642085783578 41.682920439318)
2759 N ASHLAND AVE,02/23/2022 06:48:14 PM,02/24/2022 12:43:32 PM,4,41.932411398,-87.66839978,POINT (-87.668399779538 41.932411397657)
649 N DAMEN AVE,02/22/2022 07:52:47 AM,02/24/2022 12:43:36 PM,2,41.893703019,-87.67688436,POINT (-87.676884359603 41.893703018949)
706 N DAMEN AVE,02/22/2022 11:21:21 AM,02/24/2022 12:44:41 PM,11,41.894340069,-87.677123409,POINT (-87.677123409066 41.894340068506)
9988 S BEVERLY AVE,02/22/2022 05:04:39 PM,02/24/2022 12:45:31 PM,2,41.711539703,-87.658698665,POINT (-87.658698664535 41.711539703022)
700 N WOLCOTT AVE,02/22/2022 10:52:57 AM,02/24/2022 12:45:51 PM,26,41.894230751,-87.674676908,POINT (-87.674676908349 41.894230751119)
1600 W WRIGHTWOOD AVE,02/24/2022 12:45:08 PM,02/24/2022 12:46:02 PM,12,41.928864537,-87.668401282,POINT (-87.66840128246 41.928864536963)
1300 E MARQUETTE RD,02/24/2022 11:13:36 AM,02/24/2022 01:06:35 PM,51,41.775156845,-87.59437614,POINT (-87.594376140216 41.77515684526)
1600 W MARQUETTE RD,02/24/2022 01:07:18 PM,02/24/2022 01:09:03 PM,7,41.772280158,-87.664152382,POINT (-87.664152382179 41.772280157535)
1700 E 69TH ST,02/24/2022 01:09:52 PM,02/24/2022 01:11:18 PM,21,41.769901846,-87.583546829,POINT (-87.58354682938 41.769901845814)
6859 S RIDGELAND AVE,02/24/2022 01:12:36 PM,02/24/2022 01:14:44 PM,2,41.769925725,-87.582453774,POINT (-87.582453773585 41.769925725)
6124 N NETTLETON AVE,02/17/2022 05:53:09 PM,02/24/2022 01:16:02 PM,6,41.992828504,-87.795810235,POINT (-87.795810234746 41.992828503666)
1800 E 69TH ST,02/24/2022 01:15:28 PM,02/24/2022 01:16:21 PM,49,41.769842298,-87.581202673,POINT (-87.581202672543 41.769842298083)
7558 N OLCOTT AVE,02/19/2022 11:56:19 PM,02/24/2022 01:16:50 PM,24,42.018809404,-87.813886735,POINT (-87.813886734832 42.018809404456)
3208 W LAWRENCE AVE,02/24/2022 01:02:16 PM,02/24/2022 01:17:15 PM,14,41.968535117,-87.70890134,POINT (-87.708901340015 41.968535117236)
7271 W MYRTLE AVE,02/23/2022 08:07:18 AM,02/24/2022 01:17:40 PM,25,41.993282497,-87.809596974,POINT (-87.809596973889 41.993282496622)
1900 E 69TH ST,02/24/2022 01:17:18 PM,02/24/2022 01:18:15 PM,14,41.769868801,-87.578737355,POINT (-87.57873735518 41.76986880105)
1513 W 78TH ST,02/24/2022 01:18:55 PM,02/24/2022 01:19:57 PM,9,41.752114965,-87.662489043,POINT (-87.662489043101 41.752114965053)
3238 W LAWRENCE AVE,02/24/2022 01:18:51 PM,02/24/2022 01:20:01 PM,4,41.968526313,-87.71010358,POINT (-87.710103580411 41.968526313135)
7017 W SUMMERDALE AVE,02/19/2022 08:26:09 AM,02/24/2022 01:20:23 PM,12,41.977735447,-87.803189,POINT (-87.803189000168 41.977735447438)
5301 N NEWLAND AVE,02/09/2022 07:24:23 AM,02/24/2022 01:21:07 PM,1,41.977331986,-87.799541613,POINT (-87.799541612755 41.977331985821)
6851 W BALMORAL AVE,02/09/2022 07:22:59 AM,02/24/2022 01:21:49 PM,20,41.978629124,-87.79947091,POINT (-87.79947090995 41.978629124486)
3258 W LAWRENCE AVE,02/24/2022 01:21:05 PM,02/24/2022 01:21:51 PM,16,41.968520741,-87.710805516,POINT (-87.710805516453 41.968520740674)
5475 N NEWCASTLE AVE,02/09/2022 07:20:54 AM,02/24/2022 01:22:44 PM,1,41.981308091,-87.797499325,POINT (-87.797499324503 41.981308091347)
3305 W LAWRENCE AVE,02/24/2022 01:22:42 PM,02/24/2022 01:23:39 PM,18,41.968352541,-87.711178917,POINT (-87.71117891676 41.968352541008)
3318 W LAWRENCE AVE,02/24/2022 01:24:45 PM,02/24/2022 01:25:29 PM,20,41.968511632,-87.711730504,POINT (-87.711730504368 41.968511631561)
3336 W LAWRENCE AVE,02/24/2022 01:26:30 PM,02/24/2022 01:27:12 PM,2,41.968501806,-87.712426628,POINT (-87.712426627941 41.968501805704)
7100 S JEFFERY BLVD,02/24/2022 01:25:45 PM,02/24/2022 01:27:16 PM,47,41.765997403,-87.576411165,POINT (-87.576411164501 41.765997402911)
7600 S ASHLAND AVE,02/14/2022 12:14:12 PM,02/24/2022 01:27:44 PM,53,41.755624963,-87.664008025,POINT (-87.664008024592 41.7556249631)
1800 W 81ST ST,02/14/2022 10:20:50 AM,02/24/2022 01:28:38 PM,10,41.746740313,-87.668330295,POINT (-87.668330294518 41.746740313436)
3342 W LAWRENCE AVE,02/24/2022 01:28:08 PM,02/24/2022 01:29:01 PM,3,41.968498737,-87.712650811,POINT (-87.712650810643 41.968498736562)
7930 S WOOD ST,02/22/2022 12:36:54 PM,02/24/2022 01:29:23 PM,5,41.749345758,-87.668600582,POINT (-87.668600581692 41.749345757783)
1400 W 78TH ST,02/11/2022 02:22:45 PM,02/24/2022 01:30:33 PM,47,41.752335017,-87.658804325,POINT (-87.658804324746 41.75233501741)
7200 S JEFFERY BLVD,02/11/2022 10:06:17 AM,02/24/2022 01:31:02 PM,39,41.76424736,-87.576374719,POINT (-87.576374718987 41.764247360002)
8200 S HERMITAGE AVE,02/14/2022 10:30:58 AM,02/24/2022 01:31:24 PM,44,41.744723864,-87.667202594,POINT (-87.667202593883 41.744723864316)
3356 W LAWRENCE AVE,02/24/2022 01:30:31 PM,02/24/2022 01:31:28 PM,4,41.968492493,-87.713173582,POINT (-87.713173582049 41.968492493178)
1281 W 73RD PL,02/22/2022 10:03:53 AM,02/24/2022 01:32:25 PM,2,41.76046718,-87.657240572,POINT (-87.657240571616 41.760467179747)
7300 S JEFFERY BLVD,02/24/2022 01:32:14 PM,02/24/2022 01:33:00 PM,31,41.762478028,-87.576336121,POINT (-87.576336120896 41.762478028466)
3400 W LAWRENCE AVE,02/20/2022 01:09:42 PM,02/24/2022 01:33:20 PM,3,41.96849011,-87.713492421,POINT (-87.713492420506 41.968490109516)
34 W 109TH PL,02/15/2022 10:23:39 AM,02/24/2022 01:34:37 PM,4,41.695497817,-87.62453147,POINT (-87.624531470072 41.695497817436)
3401 W LAWRENCE AVE,02/24/2022 01:34:20 PM,02/24/2022 01:35:23 PM,2,41.96832547,-87.713490209,POINT (-87.713490208817 41.968325469698)
11934 S HALSTED ST,02/24/2022 01:35:16 PM,02/24/2022 01:36:54 PM,1,41.676734144,-87.642218418,POINT (-87.64221841783 41.676734143882)
3415 W LAWRENCE AVE,02/24/2022 01:36:38 PM,02/24/2022 01:37:33 PM,2,41.968321471,-87.714016664,POINT (-87.714016664028 41.968321470872)
1417 W 76TH ST,02/24/2022 01:37:36 PM,02/24/2022 01:38:46 PM,3,41.755798811,-87.659436455,POINT (-87.659436454748 41.755798810852)
3451 W LAWRENCE AVE,02/24/2022 01:40:00 PM,02/24/2022 01:40:46 PM,3,41.968305443,-87.715411519,POINT (-87.715411519411 41.968305443053)
10245 S ELIZABETH ST,02/24/2022 01:37:32 PM,02/24/2022 01:42:23 PM,10,41.707701306,-87.653620729,POINT (-87.653620729407 41.707701305978)
3458 W LAWRENCE AVE,02/24/2022 01:41:37 PM,02/24/2022 01:42:32 PM,6,41.968467474,-87.715693375,POINT (-87.715693374852 41.968467473718)
8640 S LAWNDALE AVE,02/07/2022 08:45:14 PM,02/24/2022 01:43:12 PM,9,41.735587427,-87.714277845,POINT (-87.714277844741 41.735587426644)
9987 S BEVERLY AVE,02/24/2022 01:43:19 PM,02/24/2022 01:44:07 PM,6,41.711736612,-87.658151644,POINT (-87.658151644219 41.711736611735)
4258 W 83RD ST,02/22/2022 11:13:49 AM,02/24/2022 01:44:23 PM,3,41.742268432,-87.728842378,POINT (-87.728842378156 41.742268431782)
8527 S KOLMAR AVE,02/16/2022 12:45:09 PM,02/24/2022 01:45:35 PM,7,41.737462726,-87.734771676,POINT (-87.734771676087 41.737462726483)
3505 W LAWRENCE AVE,02/24/2022 01:43:28 PM,02/24/2022 01:45:38 PM,1,41.968299106,-87.716098386,POINT (-87.716098386153 41.968299105945)
8617 S KENTON AVE,02/16/2022 12:44:10 PM,02/24/2022 01:46:22 PM,4,41.73584101,-87.735931779,POINT (-87.735931779167 41.735841010428)
1300 W 118TH ST,02/24/2022 01:44:54 PM,02/24/2022 01:46:23 PM,1,41.679555878,-87.654391905,POINT (-87.654391905479 41.679555877941)
8529 S KENTON AVE,02/16/2022 12:44:36 PM,02/24/2022 01:47:15 PM,2,41.737391817,-87.735983965,POINT (-87.735983964922 41.737391816533)
3515 W LAWRENCE AVE,02/24/2022 01:46:36 PM,02/24/2022 01:47:23 PM,1,41.968295101,-87.716506105,POINT (-87.716506104937 41.968295101111)
8527 S KOLMAR AVE,02/16/2022 12:45:08 PM,02/24/2022 01:48:11 PM,5,41.737462726,-87.734771676,POINT (-87.734771676087 41.737462726483)
2640 W LAWRENCE AVE,02/24/2022 01:48:05 PM,02/24/2022 01:48:47 PM,12,41.968648325,-87.695500284,POINT (-87.695500283907 41.968648324904)
8525 S KILBOURN AVE,02/16/2022 12:46:00 PM,02/24/2022 01:49:01 PM,6,41.737526353,-87.733377215,POINT (-87.733377214653 41.73752635268)
8523 S KNOX AVE,02/16/2022 12:43:40 PM,02/24/2022 01:49:49 PM,23,41.73750937,-87.737016235,POINT (-87.737016235498 41.73750936989)
8621 S KILPATRICK AVE,02/16/2022 12:42:42 PM,02/24/2022 01:50:40 PM,14,41.735699445,-87.738355689,POINT (-87.738355688809 41.735699445238)
2718 W LAWRENCE AVE,02/24/2022 01:50:02 PM,02/24/2022 01:50:48 PM,10,41.968635949,-87.697002265,POINT (-87.697002265133 41.968635949266)
8534 S KEATING AVE,02/16/2022 12:41:37 PM,02/24/2022 01:51:45 PM,4,41.737176964,-87.74001568,POINT (-87.740015679901 41.737176963896)
2555 W LAWRENCE AVE,02/24/2022 01:51:35 PM,02/24/2022 01:52:33 PM,15,41.968500552,-87.693483678,POINT (-87.69348367809 41.968500551631)
5601 W SCHUBERT AVE,02/24/2022 01:51:57 PM,02/24/2022 01:52:48 PM,10,41.929376267,-87.766306858,POINT (-87.766306858469 41.92937626676)
5701 W SCHUBERT AVE,02/24/2022 01:53:18 PM,02/24/2022 01:54:01 PM,8,41.929341351,-87.768737817,POINT (-87.768737816769 41.929341350594)
5219 S MULLIGAN AVE,02/23/2022 12:15:15 PM,02/24/2022 01:54:01 PM,1,41.797257072,-87.780631301,POINT (-87.78063130143 41.797257071923)
2515 W LAWRENCE AVE,02/24/2022 01:53:22 PM,02/24/2022 01:54:12 PM,10,41.968512235,-87.691964193,POINT (-87.691964193371 41.968512235131)
7100 S PULASKI RD,02/23/2022 06:57:45 AM,02/24/2022 01:54:12 PM,6,41.763925735,-87.722465888,POINT (-87.722465887641 41.763925734646)
4343 W 44TH PL,02/21/2022 10:49:09 AM,02/24/2022 01:54:55 PM,1,41.812860272,-87.732973867,POINT (-87.732973866932 41.812860272356)
7601 S KOSTNER AVE,02/17/2022 08:30:44 AM,02/24/2022 01:54:57 PM,39,41.754977682,-87.732377351,POINT (-87.732377351339 41.75497768237)
5801 W SCHUBERT AVE,02/24/2022 01:54:34 PM,02/24/2022 01:55:17 PM,15,41.929305877,-87.771167483,POINT (-87.771167483204 41.929305876816)
4332 W 76TH ST,02/20/2022 01:39:55 PM,02/24/2022 01:55:40 PM,34,41.755084283,-87.730884032,POINT (-87.730884031515 41.755084283353)
4658 S PULASKI RD,02/23/2022 02:00:59 PM,02/24/2022 01:56:58 PM,2,41.808071584,-87.723708061,POINT (-87.72370806141 41.808071583501)
4200 S PULASKI RD,02/23/2022 02:01:11 PM,02/24/2022 01:58:31 PM,9,41.817167639,-87.725102055,POINT (-87.725102055434 41.817167639497)
2531 N CENTRAL PARK AVE,02/17/2022 04:34:21 PM,02/24/2022 01:58:48 PM,8,41.927320935,-87.716957874,POINT (-87.716957874457 41.927320934747)
4627 S KILDARE BLVD,02/22/2022 05:12:36 PM,02/24/2022 01:59:30 PM,65,41.808710175,-87.731015257,POINT (-87.731015256606 41.808710175032)
3561 W FULLERTON AVE,02/17/2022 12:44:24 PM,02/24/2022 02:00:19 PM,16,41.924540863,-87.716176373,POINT (-87.716176372861 41.924540863187)
2520 N SAWYER AVE,02/17/2022 12:55:24 PM,02/24/2022 02:01:06 PM,9,41.927236624,-87.709833913,POINT (-87.709833913354 41.92723662411)
3435 W FULLERTON AVE,02/17/2022 12:52:00 PM,02/24/2022 02:01:57 PM,12,41.924571384,-87.713591501,POINT (-87.713591501466 41.924571384097)
